304411861,ohykdjkv9n@osu.edu,586693695,Pittsburgh PA,305
367310802,zmavjhzrk9@osu.edu,593107674,Wichita KS,946
349741737,dll4o0r3vi@aol.com,759537587,Rochester NY,299
380247256,j4awm0mxof@aol.com,227124670,Rochester NY,25
341698468,pbsgkx3m6y@yahoo.com,814051457,Corsicana TX,497
345056098,wpcppf96cg@gmail.com,807595295,Miami FL,287
20728561,xmwd4tgl1v@ou.edu,405604287,Corsicana TX,936
384969872,ps5u4er2vy@gmail.com,936829930,Lawton OK,281
348152252,t2go9708gh@ou.edu,542467154,Tallahassee FL,588
367946968,jy3grgs184@ou.edu,178839203,Kansas City MO,86
563853564,o4y962j2lm@yahoo.com,374985781,Dallas TX,243
297291313,e7yub28piy@ou.edu,714688238,Trenton NJ,597
271753649,bliid1rouz@osu.edu,646083765,Miami FL,551
273022647,za0ry8u5in@gmail.com,161889226,Corsicana TX,16
434460832,qkl4ujtq2u@osu.edu,506904547,Fort Lauderdale,FL,574
344427455,sn08cp01er@aol.com,807027695,Tallahassee FL,75
300648022,br4z3ldmcs@yahoo.com,581940633,Houston TX,926
303643912,n2m35ws1ea@ou.edu,809451361,Miami FL,146
314912550,ae4dew0did@yahoo.com,944502389,Bismarck ND,184
249950079,fqpsoc0ncp@aol.com,401758284,Fort Lauderdale,FL,205
319625617,ssyzs070xl@yahoo.com,371862124,Pittsburgh PA,287
288404606,tkqjzorhxl@osu.edu,371815779,Kansas City MO,772
463999696,ugk5w9ky4a@ou.edu,382389274,Trenton NJ,124
284681556,s46hopbh2c@yahoo.com,982932131,Wichita KS,475
397322647,qiz3mbi981@yahoo.com,498427478,Corsicana TX,716
243298366,dxx1zef69b@gmail.com,510293032,Corsicana TX,710
300933249,k0pv71h9te@osu.edu,773892893,Trenton NJ,675
395026311,b8vmeyzq50@aol.com,963073210,Bismarck ND,442
18848018,yvq6t3m12z@ou.edu,915053243,Trenton NJ,608
50570449,tt8xzm0ssb@aol.com,356098001,Houston TX,70
77000938,dlxzmrlskh@yahoo.com,799304370,Wichita KS,538
309012614,mc4fqq0jxu@ou.edu,670064710,Miami FL,708
512620911,zp5cftur0o@yahoo.com,355149620,Lawton OK,812
232414166,e48i9mxpkk@aol.com,331466922,Bismarck ND,144
35369214,twl2377kpq@gmail.com,220950009,Dallas TX,450
300465643,e8qtdqohgo@gmail.com,744032203,Rochester NY,369
321096972,vd13shw8jh@yahoo.com,207869292,Norman OK,633
397067160,nlel7a7t26@ou.edu,304193916,Wichita KS,132
273069036,ia1laa6o9k@ou.edu,317778668,Houston TX,979
397464131,vrmr3syxcx@aol.com,834239342,Dallas TX,467
360268721,fm14cxdwvh@aol.com,751750071,Houston TX,299
521112781,bryg0jpan5@gmail.com,266633597,Bismarck ND,403
351641666,pvwvp4uzyj@ou.edu,593407290,Lawton OK,302
290176149,vqaj273qpn@gmail.com,593917650,Wichita KS,346
18652836,ob8ixrungl@yahoo.com,114473805,Kansas City MO,414
510896241,h5x8kcw03o@gmail.com,270110026,Lawton OK,783
456760820,kr47q8mpsh@osu.edu,479465503,Corsicana TX,191
360094552,z1fh3ig6lz@aol.com,492257391,Dallas TX,866
506982155,f2s1hwq8gf@yahoo.com,942770545,Lawton OK,447
407030795,mcl3lqd9ni@yahoo.com,587665305,Rochester NY,939
363013461,nr7hhmy0j4@aol.com,549173522,Trenton NJ,260
312217057,osoaeppfs5@ou.edu,841487234,Pittsburgh PA,772
300007014,ehmf9qr8lo@aol.com,152606560,Wichita KS,74
488806995,nlx7c95ozx@yahoo.com,138600309,Lawton OK,259
524620711,velfr066bq@yahoo.com,714715476,Norman OK,297
295355360,mu5wqtubno@gmail.com,421346095,Rochester NY,512
271136534,cz1ta0yx7t@ou.edu,590739735,Houston TX,257
302374422,u2kzsas5ai@aol.com,805396625,Wichita KS,929
298376225,pcajs8shhz@yahoo.com,761749090,Kansas City MO,666
271658840,z6ctmiatfp@gmail.com,867367867,Rochester NY,301
301869137,r8dbwqbu1r@osu.edu,337984555,Fort Lauderdale,FL,819
392468646,qfkkv8oqr3@osu.edu,635134122,Lawton OK,445
308038887,a2by6e9n74@ou.edu,484602281,Kansas City MO,474
292030309,w0ax3eltgm@aol.com,509738230,Dallas TX,664
497334912,hg3txoy5rp@ou.edu,614728535,Dallas TX,583
357740963,jo3bj64uaj@yahoo.com,613582354,Houston TX,291
320140485,kun2bbaz46@ou.edu,523901556,Corsicana TX,231
165009253,bghm7nqv3v@osu.edu,895290209,Bismarck ND,401
294290268,ggwkvzjc01@aol.com,136449645,Tallahassee FL,235
349872060,djnvzpfrgs@yahoo.com,315347188,Tallahassee FL,774
299243917,zzp804uedg@aol.com,519557546,Miami FL,64
464435768,dovhd0veaz@gmail.com,129727953,Corsicana TX,39
284745621,lguixv2q7h@gmail.com,144891088,Rochester NY,214
357227113,z1ulbkeofn@ou.edu,982555704,Fort Lauderdale,FL,696
396944066,iydz7cnd26@ou.edu,207189504,Norman OK,361
446783544,p6k0y1r4kt@ou.edu,843486494,Corsicana TX,375
50042330,wi6nhu8my0@ou.edu,439409159,Bismarck ND,810
372499406,pbrb7adkvf@aol.com,584191286,Bismarck ND,514
378428747,jeaasghhfm@yahoo.com,150617860,Wichita KS,219
395472453,zhmipz592y@osu.edu,709066804,Miami FL,161
294361452,hmfivogj3k@yahoo.com,509797836,Houston TX,121
387695947,hmrh46qlsd@gmail.com,851924548,Trenton NJ,240
300021044,dpks0y5n1z@aol.com,417488316,Lawton OK,621
131482972,dwq4ephyq0@osu.edu,842860369,Trenton NJ,18
286481552,je4q9dopv5@osu.edu,950094137,Wichita KS,478
297294984,gn3j5kkny2@gmail.com,439026110,Bismarck ND,93
311840368,d8t58se96s@ou.edu,325041888,Norman OK,727
399651919,g0rmwb9b9n@ou.edu,315939652,Dallas TX,571
349883172,k921tt450e@aol.com,448399665,Fort Lauderdale,FL,895
270673659,gbvsjebnz0@aol.com,260543593,Pittsburgh PA,942
46948334,h4smgo86x8@osu.edu,174682944,Bismarck ND,676
458845777,fqbn807cfh@aol.com,820160431,Dallas TX,42
272177272,y5496wwy6o@yahoo.com,598216143,Bismarck ND,760
40302738,u5i5abz2zj@aol.com,190210304,Corsicana TX,554
320167393,xq2rid9iui@osu.edu,563222986,Bismarck ND,378
370352650,lo7jbkpkvp@gmail.com,200899162,Dallas TX,600
543844138,ad3tyipi6b@osu.edu,675684708,Norman OK,437
465472520,c01dbxxl8h@yahoo.com,400861728,Dallas TX,193
195066320,mrtneuq10s@osu.edu,798487738,Kansas City MO,623
399493455,q7kwwvmccg@aol.com,734695697,Norman OK,129
353541134,gn7fifgnln@ou.edu,855916904,Pittsburgh PA,54
300461530,qixamnscnu@yahoo.com,973532504,Trenton NJ,884
295378422,qud12i2c5n@osu.edu,458032257,Lawton OK,698
453290398,skcp15ie64@osu.edu,981588634,Kansas City MO,684
292915903,sx93eovaxv@yahoo.com,265581854,Norman OK,794
293802222,pndar237di@yahoo.com,285914358,Bismarck ND,447
316145848,m17m3izluq@ou.edu,574173465,Fort Lauderdale,FL,523
